time,i_C,i_L,i_d,i_s,u_R,u_out
1.1940000000000006E-5,0.8037183284759521,22.80371856689453,22.80370330810547,1.4482803635473829E-5,0.1928924024105072,59.30668258666992
1.1950000000000006E-5,0.7980451583862305,22.798044204711914,22.798030853271484,1.4482798178505618E-5,0.19153083860874176,59.30789566040039
1.1960000000000006E-5,0.7923718690872192,22.79237174987793,22.792356491088867,1.4482792721537407E-5,0.19016924500465393,59.30908966064453
1.1970000000000006E-5,0.7866984605789185,22.786699295043945,22.786684036254883,1.4482786355074495E-5,0.1888076215982437,59.310264587402344
1.1980000000000006E-5,0.7810249328613281,22.781024932861328,22.781009674072266,1.4482780898106284E-5,0.1874459832906723,59.311424255371094
1.1990000000000005E-5,0.7753512859344482,22.77535057067871,22.77533721923828,1.4482775441138074E-5,0.1860843151807785,59.31256103515625
1.2000000000000005E-5,0.7696775794029236,22.769678115844727,22.769662857055664,1.4482769984169863E-5,0.18472261726856232,59.313682556152344
1.2010000000000007E-5,0.7640037536621094,22.76400375366211,22.763988494873047,1.448276361770695E-5,0.18336090445518494,59.31478500366211
1.2020000000000007E-5,0.7583298683166504,22.758329391479492,22.758316040039062,1.448275816073874E-5,0.18199916183948517,59.31587219238281
1.2030000000000007E-5,0.7526558637619019,22.752655029296875,22.752641677856445,1.448275270377053E-5,0.1806374043226242,59.31693649291992
1.2040000000000007E-5,0.7469817399978638,22.74698257446289,22.746967315673828,1.4482747246802319E-5,0.17927561700344086,59.31798553466797
1.2050000000000007E-5,0.7413075566291809,22.741308212280273,22.74129295349121,1.4482740880339406E-5,0.1779138147830963,59.31901550292969
1.2060000000000007E-5,0.7356333136558533,22.735633850097656,22.735618591308594,1.4482735423371196E-5,0.17655198276042938,59.32002639770508
1.2070000000000006E-5,0.7299588918685913,22.72995948791504,22.729944229125977,1.4482729966402985E-5,0.17519013583660126,59.32101821899414
1.2080000000000006E-5,0.7242844700813293,22.724285125732422,22.72426986694336,1.4482724509434775E-5,0.17382827401161194,59.321990966796875
1.2090000000000006E-5,0.7186099290847778,22.718610763549805,22.718595504760742,1.4482718142971862E-5,0.17246638238430023,59.32294845581055
1.2100000000000006E-5,0.7129352688789368,22.712934494018555,22.712921142578125,1.4482712686003651E-5,0.17110447585582733,59.32388687133789
1.2110000000000006E-5,0.7072606086730957,22.707260131835938,22.707246780395508,1.448270722903544E-5,0.16974253952503204,59.324806213378906
1.2120000000000006E-5,0.7015858292579651,22.70158576965332,22.701570510864258,1.448270177206723E-5,0.16838058829307556,59.325706481933594
1.2130000000000006E-5,0.6959109306335449,22.695911407470703,22.69589614868164,1.448269631509902E-5,0.16701862215995789,59.32659149169922
1.2140000000000006E-5,0.6902360320091248,22.690235137939453,22.690221786499023,1.4482689948636107E-5,0.16565664112567902,59.32745361328125
1.2150000000000006E-5,0.684561014175415,22.684560775756836,22.684547424316406,1.4482684491667897E-5,0.16429464519023895,59.32830047607422
1.2160000000000006E-5,0.6788858771324158,22.67888641357422,22.678871154785156,1.4482679034699686E-5,0.1629326194524765,59.32912826538086
1.2170000000000005E-5,0.6732107400894165,22.67321014404297,22.67319679260254,1.4482673577731475E-5,0.16157057881355286,59.32994079589844
1.2180000000000007E-5,0.6675355434417725,22.66753578186035,22.66752052307129,1.4482667211268563E-5,0.16020852327346802,59.33073043823242
1.2190000000000007E-5,0.6618602275848389,22.6618595123291,22.661846160888672,1.4482661754300352E-5,0.15884645283222198,59.331504821777344
1.2200000000000007E-5,0.6561848521232605,22.656185150146484,22.656169891357422,1.4482656297332142E-5,0.15748436748981476,59.33225631713867
1.2210000000000007E-5,0.6505094170570374,22.650508880615234,22.650495529174805,1.4482650840363931E-5,0.15612226724624634,59.33299255371094
1.2220000000000007E-5,0.6448339819908142,22.644834518432617,22.644819259643555,1.4482644473901019E-5,0.15476015210151672,59.33371353149414
1.2230000000000007E-5,0.6391584277153015,22.639158248901367,22.639142990112305,1.4482639016932808E-5,0.15339802205562592,59.33441162109375
1.2240000000000006E-5,0.633482813835144,22.633481979370117,22.633468627929688,1.4482633559964597E-5,0.1520358771085739,59.3350944519043
1.2250000000000006E-5,0.6278071403503418,22.6278076171875,22.627792358398438,1.4482628102996387E-5,0.15067371726036072,59.33575439453125
1.2260000000000006E-5,0.6221314072608948,22.62213134765625,22.622116088867188,1.4482621736533474E-5,0.14931154251098633,59.33639907836914
1.2270000000000006E-5,0.616455614566803,22.616455078125,22.61644172668457,1.4482616279565264E-5,0.14794935286045074,59.33702850341797
1.2280000000000006E-5,0.6107798218727112,22.610780715942383,22.61076545715332,1.4482610822597053E-5,0.14658716320991516,59.3376350402832
1.2290000000000006E-5,0.6051039695739746,22.605104446411133,22.60508918762207,1.4482605365628842E-5,0.1452249437570572,59.338226318359375
1.2300000000000006E-5,0.5994279980659485,22.599428176879883,22.59941291809082,1.448259899916593E-5,0.14386272430419922,59.33879470825195
1.2310000000000006E-5,0.5937520265579224,22.593751907348633,22.59373664855957,1.448259354219772E-5,0.14250048995018005,59.33934783935547
